time,S1,S2,S3,S4,S5,S6,S7,S8,S9,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9,Sx1,Sx2,Sx3,Sx4,Sx5,Sx6,Sx7,Sx8,Sx9,E1,E2,E3,E4,E5,E6,E7,E8,E9,Ev1,Ev2,Ev3,Ev4,Ev5,Ev6,Ev7,Ev8,Ev9,Ex1,Ex2,Ex3,Ex4,Ex5,Ex6,Ex7,Ex8,Ex9,I1,I2,I3,I4,I5,I6,I7,I8,I9,Iv1,Iv2,Iv3,Iv4,Iv5,Iv6,Iv7,Iv8,Iv9,Ix1,Ix2,Ix3,Ix4,Ix5,Ix6,Ix7,Ix8,Ix9,R1,R2,R3,R4,R5,R6,R7,R8,R9,Rv1,Rv2,Rv3,Rv4,Rv5,Rv6,Rv7,Rv8,Rv9,Rx1,Rx2,Rx3,Rx4,Rx5,Rx6,Rx7,Rx8,Rx9,D1,D2,D3,D4,D5,D6,D7,D8,D9
271,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635101633858e-16,1.49509273873462e-16,2.17755228595051e-16,1.6966893304782e-16,1.5430569359554e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105087442776e-16,1.52516300981464e-16,1.62831478226616e-16,1.55043350521936e-16,1.80156178421164e-16,2.2057176092516e-16,2.06309789683421e-16,1.71376339255852e-16,1.83635697341758e-16,1.8441570775901e-16,1.97930102368858e-16,2.50292621488423e-16,2.8617082114536e-16,8.65282078835376e-16,6.35712136320304e-16,7.84600069264328e-16,9.01667788674046e-16,8.91886329179819e-16,1.87285932303026e-16,2.04157952600954e-16,2.51954051131918e-16,2.84502617698349e-16,1.85891591150945e-16,1.94643522403277e-16,2.00219809839202e-16,2.13483795582834e-16,2.07641248446168e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743594892e-16,1.91858081250885e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
272,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635105868138e-16,1.49509276055064e-16,2.17755229305848e-16,1.69668975165565e-16,1.54305746344063e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105091540377e-16,1.52516422326468e-16,1.6283152884333e-16,1.55043370306099e-16,1.80156242584677e-16,2.20571793988391e-16,2.06309800458205e-16,1.71376977787271e-16,1.83636185021358e-16,1.84415707758823e-16,1.97928072103442e-16,2.17454310577676e-16,2.65338868442928e-16,7.21068399016452e-16,5.29760113608263e-16,6.53833391067629e-16,7.51389823931017e-16,7.43238607636784e-16,1.87285932302835e-16,2.04155858453378e-16,2.18897761196892e-16,2.63792102711984e-16,1.85891591144134e-16,1.94643522403079e-16,2.00219809839202e-16,2.13483795575011e-16,2.07641248438559e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743553773e-16,1.91858080997798e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
273,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635109427737e-16,1.49509277889243e-16,2.17755229903808e-16,1.69669010462933e-16,1.54305790739973e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105094982358e-16,1.52516524288613e-16,1.62831571393024e-16,1.55043386940979e-16,1.80156296524514e-16,2.20571821786239e-16,2.06309809522533e-16,1.71377512917481e-16,1.83636595477957e-16,1.84415707758791e-16,1.97927733725873e-16,2.01624611754668e-16,2.30526494806091e-16,6.00890332502854e-16,4.41466761346894e-16,5.44861159234709e-16,6.26158186639163e-16,6.19365506353099e-16,1.87285932302803e-16,2.0415550942878e-16,2.02962985634987e-16,2.29182664244142e-16,1.85891591142998e-16,1.94643522403046e-16,2.00219809839202e-16,2.13483795573708e-16,2.07641248437291e-16,2.11524832698404e-16,2.01839752393333e-16,1.8702874354692e-16,1.91858080955616e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
274,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635112076018e-16,1.49509279253825e-16,2.17755230348027e-16,1.69669036908475e-16,1.54305824567559e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105097542572e-16,1.52516600031667e-16,1.62831602964914e-16,1.55043399293268e-16,1.80156336654827e-16,2.20571842467132e-16,2.0630981625633e-16,1.71377913848475e-16,1.83636908226499e-16,1.84415707758786e-16,1.97927677329612e-16,1.9898632861665e-16,2.13745199579531e-16,5.00741943743331e-16,3.6788896779464e-16,4.54050966038662e-16,5.21798488890954e-16,5.16137921951843e-16,1.87285932302798e-16,2.04155451258014e-16,2.0030718970039e-16,2.12499193852514e-16,1.85891591142809e-16,1.9464352240304e-16,2.00219809839202e-16,2.1348379557349e-16,2.0764124843708e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743545777e-16,1.91858080948586e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
275,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635114117473e-16,1.49509280305664e-16,2.17755230689972e-16,1.69669057428875e-16,1.54305851070292e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105099516632e-16,1.52516658369452e-16,1.62831627256291e-16,1.55043408801093e-16,1.80156367589715e-16,2.20571858408262e-16,2.06309821439791e-16,1.71378224950595e-16,1.83637153254067e-16,1.84415707758785e-16,1.97927667930235e-16,1.98546614760172e-16,2.10948317037683e-16,4.17284953111903e-16,3.06574139833502e-16,3.78375805040333e-16,4.34832074096616e-16,4.30114934952308e-16,1.87285932302797e-16,2.04155441562886e-16,1.99864557043355e-16,2.0971861544426e-16,1.85891591142778e-16,1.94643522403039e-16,2.00219809839202e-16,2.13483795573454e-16,2.07641248437045e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743545587e-16,1.91858080947415e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
276,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635115791113e-16,1.49509281167978e-16,2.1775523097022e-16,1.69669074276283e-16,1.54305872874749e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105101135106e-16,1.52516706187368e-16,1.62831647162683e-16,1.55043416593323e-16,1.80156392950948e-16,2.20571871477044e-16,2.06309825688003e-16,1.71378480367856e-16,1.83637354844337e-16,1.84415707758785e-16,1.97927666363673e-16,1.98473329117402e-16,2.10482169946694e-16,3.47737460920303e-16,2.55478449865114e-16,3.15313170873707e-16,3.62360061764531e-16,3.58429112453956e-16,1.87285932302797e-16,2.04155439947031e-16,1.99790784933638e-16,2.09255185707943e-16,1.85891591142772e-16,1.94643522403039e-16,2.00219809839202e-16,2.13483795573448e-16,2.07641248437039e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743545555e-16,1.91858080947219e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
277,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635116942866e-16,1.49509281761283e-16,2.17755231162379e-16,1.69669086062976e-16,1.54305888415809e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105102250033e-16,1.5251673903995e-16,1.62831660803008e-16,1.5504342193714e-16,1.80156410403866e-16,2.20571880468864e-16,2.06309828600892e-16,1.71378659061505e-16,1.83637498527183e-16,1.84415707758785e-16,1.9792766618675e-16,1.98465052475992e-16,2.1042952481494e-16,2.89781217427296e-16,2.42876278182625e-16,2.62760975732208e-16,3.0196671814113e-16,2.98690927042233e-16,1.87285932302797e-16,2.04155439764542e-16,1.99782453352224e-16,2.0920284746529e-16,1.85891591142772e-16,1.94643522403039e-16,2.00219809839202e-16,2.13483795573447e-16,2.07641248437038e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743545552e-16,1.91858080947197e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
278,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635117776202e-16,1.4950928219021e-16,2.17755231300334e-16,1.69669094879096e-16,1.54305899940037e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105103061453e-16,1.52516762844021e-16,1.62831670635996e-16,1.55043425786736e-16,1.80156423031702e-16,2.20571886969454e-16,2.06309830692106e-16,1.7137879271941e-16,1.83637605072932e-16,1.84415707758785e-16,1.9792766618675e-16,1.98465052475992e-16,2.1042952481494e-16,2.68686444051929e-16,2.06903194229733e-16,2.43633154837298e-16,2.5163893178397e-16,2.48909105867134e-16,1.87285932302797e-16,2.04155439764542e-16,1.99782453352224e-16,2.0920284746529e-16,1.85891591142772e-16,1.94643522403039e-16,2.00219809839202e-16,2.13483795573447e-16,2.07641248437038e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743545552e-16,1.91858080947197e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
279,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635118408113e-16,1.49509282516072e-16,2.17755231407162e-16,1.69669100966699e-16,1.54305907752745e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105103668944e-16,1.52516780900384e-16,1.62831678201695e-16,1.55043428748061e-16,1.80156432607264e-16,2.20571891908053e-16,2.0630983231148e-16,1.7137888501129e-16,1.83637677304305e-16,1.84415707758785e-16,1.9792766618675e-16,1.98465052475992e-16,2.1042952481494e-16,2.33434869583246e-16,1.943010225461e-16,2.11668563789947e-16,2.33320745808524e-16,2.30789638975224e-16,1.87285932302797e-16,2.04155439764542e-16,1.99782453352224e-16,2.0920284746529e-16,1.85891591142772e-16,1.94643522403039e-16,2.00219809839202e-16,2.13483795573447e-16,2.07641248437038e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743545552e-16,1.91858080947197e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
280,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635118720721e-16,1.49509282675664e-16,2.17755231456634e-16,1.69669104850799e-16,1.54305910851959e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105103993177e-16,1.52516790293057e-16,1.62831681993812e-16,1.55043430195779e-16,1.80156437344324e-16,2.20571894326733e-16,2.06309833061422e-16,1.71378943896672e-16,1.83637705957684e-16,1.84415707758785e-16,1.9792766618675e-16,1.98465052475992e-16,2.1042952481494e-16,2.16441857709516e-16,1.943010225461e-16,1.96260041396186e-16,2.02709139492145e-16,2.2776972782446e-16,1.87285932302797e-16,2.04155439764542e-16,1.99782453352224e-16,2.0920284746529e-16,1.85891591142772e-16,1.94643522403039e-16,2.00219809839202e-16,2.13483795573447e-16,2.07641248437038e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743545552e-16,1.91858080947197e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
281,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635118876756e-16,1.49509282756441e-16,2.17755231482698e-16,1.69669106460353e-16,1.54305914186469e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105104137357e-16,1.52516794475932e-16,1.62831683719986e-16,1.55043430893494e-16,1.8015643970877e-16,2.2057189555095e-16,2.0630983345651e-16,1.71378968298524e-16,1.83637736786461e-16,1.84415707758785e-16,1.9792766618675e-16,1.98465052475992e-16,2.1042952481494e-16,2.13609689055668e-16,1.943010225461e-16,1.93691954334812e-16,1.87952823012468e-16,1.99357756084771e-16,1.87285932302797e-16,2.04155439764542e-16,1.99782453352224e-16,2.0920284746529e-16,1.85891591142772e-16,1.94643522403039e-16,2.00219809839202e-16,2.13483795573447e-16,2.07641248437038e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743545552e-16,1.91858080947197e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
282,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635118928139e-16,1.49509282783407e-16,2.17755231491883e-16,1.69669106838792e-16,1.54305915667826e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105104179262e-16,1.52516795718025e-16,1.62831684255137e-16,1.55043431121009e-16,1.80156440487391e-16,2.20571895959629e-16,2.06309833595748e-16,1.71378974035899e-16,1.83637750482152e-16,1.84415707758785e-16,1.9792766618675e-16,1.98465052475992e-16,2.1042952481494e-16,2.13137660945322e-16,1.943010225461e-16,1.93263939825292e-16,1.85493436932149e-16,1.84845405290019e-16,1.87285932302797e-16,2.04155439764542e-16,1.99782453352224e-16,2.0920284746529e-16,1.85891591142772e-16,1.94643522403039e-16,2.00219809839202e-16,2.13483795573447e-16,2.07641248437038e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743545552e-16,1.91858080947197e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
283,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88635118936703e-16,1.49509282787901e-16,2.17755231493414e-16,1.69669106901865e-16,1.54305915914719e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96105104186246e-16,1.5251679592504e-16,1.62831684344328e-16,1.55043431158928e-16,1.80156440617161e-16,2.20571896027743e-16,2.06309833618955e-16,1.71378974992128e-16,1.83637752764767e-16,1.84415707758785e-16,1.9792766618675e-16,1.98465052475992e-16,2.1042952481494e-16,2.13058989593369e-16,1.943010225461e-16,1.93192604073823e-16,1.85083539252034e-16,1.82426680155869e-16,1.87285932302797e-16,2.04155439764542e-16,1.99782453352224e-16,2.0920284746529e-16,1.85891591142772e-16,1.94643522403039e-16,2.00219809839202e-16,2.13483795573447e-16,2.07641248437038e-16,2.11524832698404e-16,2.01839752393333e-16,1.87028743545552e-16,1.91858080947197e-16,1.88102940945683e-16,1.94519727312021e-16,1.89681891615394e-16,1.9849154853929e-16,2.13293686229654e-16,0.00223976289008788,0.0125187786784506,0.037452957353216,0.0476792909682719,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
